x,y,slope,cplan,cprof,elev,log10_carea,landslides
713367.7,9558417,44.759212,-0.005774208,-0.01976425,2271.367,3.553268,0
713367.7,9558467,35.866547,0.004070365,-0.027505569,2249.406,2.999522,0
713367.7,9558877,15.223301,-0.001245737,0.002557084,2276.158,2.887015,0
713366.6,9558161,33.495262,0.036509953,0.035671536,2421.781,2.156769,1
713357.7,9558637,42.827679,0.014838877,-0.003178909,2238.087,2.526658,0
713357.7,9557997,29.089634,0.030948719,0.008775191,2376.958,2.441505,0
713357.7,9559297,50.752449,0.058687095,0.01452935,2264.002,2.560114,0
713357.7,9558717,34.497173,0.024896685,-0.012062184,2186.123,3.168963,0
713347.7,9559127,3.010783,0.064305961,0.015963066,2304.904,2.041034,0
713347.7,9559867,44.324894,-0.00642659,-0.001287136,2041.866,4.214917,0
713347.7,9560487,35.567108,0.014749833,0.006056974,1842.103,3.310769,0
713345.6,9558645,40.010601,-0.084971421,-0.019200215,2233.604,2.599685,1
713345.1,9558142,38.198669,0.034688581,0.013585975,2412.364,2.211165,1
713337.7,9558497,30.861391,0.014373623,0.018978914,2263.171,2.777123,0
713337.7,9558607,15.726374,0.103704356,0.010749846,2258.891,2.135222,0
713337.7,9559047,22.636446,0.02028087,0.024804087,2281.809,2.363405,0
713337.7,9558527,28.481207,0.009272273,-0.005196783,2261.553,2.644285,0
713337.7,9558417,22.037292,-0.11245998,-0.065098338,2265.03,4.418789,0
713337.7,9558407,45.631149,-0.017201467,-0.022478158,2271.213,3.658576,0
713337.7,9558597,12.916112,0.072068714,0.006846497,2260.571,2.143562,0
713327.7,9560177,17.897566,0.101248063,0.014119132,1980.737,2.075835,0
713325.3,9558242,42.12838,-0.013481951,0.003299163,2360.599,2.524564,1
713317.7,9558237,33.582848,0.112303913,0.011888092,2373.794,2.326964,0
713317.7,9558577,23.515808,-0.029379608,0.024650743,2262.645,2.36375,0
713315.7,9558010,47.105251,-0.051798925,0.004746445,2347.148,2.837694,1
713308.3,9560137,35.691475,-0.044698134,0.02695266,1954.571,2.91082,1
713307.7,9560127,39.577934,0.040896036,0.038990788,1953.859,2.806337,0
713303.9,9557954,59.659752,-0.007858226,-0.00291157,2331.704,2.621406,1
713298.3,9559146,34.883522,-0.020457188,-0.006723706,2281.13,2.697412,1
713297.7,9559127,40.912403,-0.011580758,0.003419956,2292.035,2.411829,0
713297.7,9558807,28.707973,0.022171751,0.002708645,2247.158,2.420676,0
713297.7,9559087,25.019482,0.01092943,0.006086771,2295.582,2.317213,0
713296.8,9558608,29.794905,-0.141445845,-0.013176872,2240.651,3.377851,1
713287.7,9559457,31.897022,0.025512144,0.004597668,2253.937,2.418828,0
713287.7,9560157,38.710033,0.025464557,0.005753935,1957.32,2.485224,0
713287.7,9558327,32.569233,0.049448296,0.008247756,2325.129,2.262868,0
713287.7,9558017,42.398556,0.01520504,-0.006803407,2322.373,2.710502,0
713280.7,9558173,31.874826,-0.021576088,0.015843052,2399.058,2.302849,1
713277.7,9558547,14.834822,0.102705129,0.002140912,2271.612,2.217905,0
713277.7,9559737,23.88451,0.03832623,0.003043095,2135.663,3.191048,0
713267.7,9560047,48.353725,0.013526795,-0.001746236,1963.068,2.841802,0
713267.7,9559217,33.380524,0.053355955,0.022419132,2240.32,2.57865,0
713267.7,9558677,54.984669,-0.045864482,-0.005214576,2203.821,2.59847,0
713267.7,9558427,43.053097,0.012411152,0.035322744,2289.004,2.30284,0
713267.7,9559747,27.028917,0.007388198,0.003142624,2132.337,3.017756,0
713267.7,9559307,52.563431,0.001349098,0.002687281,2186.058,3.306716,0
713267.7,9559817,22.639824,0.010489347,-0.005282059,2119.315,2.425562,0
713257.7,9559297,26.365458,-0.295205146,-0.040093206,2171.134,4.740123,0
713257.7,9559947,38.402012,0.017085336,0.009065729,2052.011,2.957645,0
713257.7,9559037,31.548382,0.077540621,0.002395146,2265.535,2.428955,0
713250.6,9558868,36.074581,-0.07737609,-0.010813325,2211.668,3.027913,1
713248.5,9558207,22.192873,0.076097034,0.027460791,2389.14,2.195249,1
713247.7,9558697,53.225273,0.024369193,0.008672793,2187.798,2.475196,0
713247.7,9558527,31.99024,-0.028543657,0.008306756,2259.162,2.801613,0
713243.5,9558655,46.231701,0.01001751,-0.002976701,2220.223,2.377703,1
713239.9,9558332,42.525311,0.045870241,0.002923226,2324.352,2.358032,1
713237.7,9558687,42.016468,0.097901426,0.012197225,2200.569,2.216858,0
713237.7,9558607,41.283077,0.005599054,0.001726399,2227.443,2.867445,0
713236.7,9558133,48.433884,-0.050245248,-0.015828723,2344.392,2.910449,1
713228.6,9558174,41.777927,-0.000816721,0.000558763,2366.43,2.651489,1
713227.7,9559337,31.997889,0.033689998,0.021510234,2181.025,2.773111,0
713226.7,9558225,38.934029,0.011718718,0.000456415,2370.578,2.417996,1
713217.7,9559017,6.058497,-0.111154214,0.005457495,2250.049,3.133028,0
713217.7,9559397,36.975449,-0.024683492,0.000368356,2185.628,3.001137,0
713217.7,9558457,35.448872,0.055846851,0.004717553,2270.13,2.252119,0
713217.7,9558557,37.355541,-0.038610496,-0.036948543,2230.249,4.142266,0
713207.7,9559647,34.745419,0.000647884,0.00208579,2181.874,2.872901,0
713207.7,9558997,9.351083,0.146105215,0.005676394,2252.733,2.077653,0
713207.7,9558597,12.597953,-0.422019094,-0.002688907,2216.229,4.809472,0
713190.4,9558181,42.639927,-0.022791738,0.000642838,2346.223,2.734558,1
713187.7,9559947,44.197742,-0.009590292,-0.004302518,2029.965,3.2562,0
713187.7,9559147,29.840584,-0.003881016,0.006025996,2242.504,2.790556,0
713187.7,9558227,14.8953,0.055540342,0.040514905,2369.808,2.047978,0
713177.7,9558537,29.53657,0.04144406,-0.001698871,2251.079,2.619167,0
713177.7,9560007,39.011238,-0.057863265,0.009305134,1986.823,3.841762,0
713177.7,9558437,24.330145,-0.171255857,-0.002250077,2275.34,3.802938,0
713177.7,9558637,45.687244,-0.009982443,-0.019160237,2216.799,2.793868,0
713177.7,9559767,26.238951,0.006923236,0.003694914,2143.706,2.64915,0
713177.7,9559107,27.923994,0.031981718,0.017068194,2259.15,2.332378,0
713177.7,9560037,44.29953,-0.056642782,-0.007932138,1958.986,3.748433,0
713177.7,9559657,29.231289,-0.02282856,-0.014933642,2166.8,3.151341,0
713174.3,9558825,51.90852,-0.04178964,-0.00357872,2171.838,2.804566,1
713167.7,9560017,41.811272,-0.032199342,0.0023017,1981.652,3.505364,0
713167.7,9558217,45.974407,0.016961914,0.008944974,2353.805,2.471754,0
713167.7,9560147,32.536545,0.002577473,-0.005868962,1872.022,2.891724,0
713167.7,9559307,37.604584,0.030335942,0.009134494,2139.63,3.584072,0
713161.4,9558198,46.655376,0.021780649,0.009970117,2340.512,2.517646,1
713158,9558387,40.328995,-0.01056563,0.002442272,2313.457,2.523165,1
713157.7,9559137,25.037613,0.039338611,0.003087693,2242.845,2.425862,0
713157.7,9558587,33.745407,-0.07065174,-0.028219692,2243.796,3.12506,0
713157.7,9559977,34.544357,-0.024268376,0.002640892,2013.091,2.893411,0
713152.3,9558224,41.688007,-0.085418806,-0.006599079,2333.147,3.044884,1
713147.7,9559107,26.559776,-0.005948493,0.007392223,2242.37,2.676729,0
713137.7,9559237,38.860336,-0.014430172,-0.002852337,2188.016,2.785799,0
713137.7,9559967,28.262037,0.075164542,0.013872265,2026.938,2.165866,0
713127.7,9558247,33.298241,0.020361265,0.025945194,2340.409,2.683375,0
713127.7,9559277,35.945297,0.006150139,-0.000371219,2161.968,2.796418,0
713127.7,9559167,28.295422,0.031384755,0.001572533,2223.301,2.495386,0
713127.7,9559537,35.752144,-0.047160756,-0.012010139,2194.277,2.734108,0
713107.7,9559097,26.284237,-0.061517473,-0.013694669,2218.129,3.113735,0
713107.7,9558107,53.752026,0.021431295,-0.017774027,2230.669,3.12105,0
713107.7,9558887,31.706507,0.059286971,-0.001444497,2172.56,2.400447,0
713107.7,9559537,30.281397,-0.015859438,0.005488885,2187.465,2.749489,0
713097.7,9558527,21.627087,-0.033293609,-0.004885942,2282.461,2.70281,0
713097.7,9558357,30.447643,-0.024846457,0.007608835,2339.667,2.665648,0
713097.7,9558127,56.338387,0.005539015,0.003010595,2241.337,3.093941,0
713095.8,9559336,52.869694,-0.029296329,-0.005841123,2095.053,3.121851,1
713087.7,9558867,44.270256,0.05078882,0.005738618,2151.071,2.438147,0
713087.7,9559707,21.762812,-0.027418103,-0.003834344,2162.232,2.876996,0
713077.7,9559247,39.740383,-0.019419672,0.001227978,2168.495,2.750524,0
713077.7,9558197,49.690529,0.017077312,-0.004029487,2279.297,2.642425,0
713077.7,9558767,45.905933,-0.010539981,0.004319983,2138.944,3.213949,0
713077.7,9559887,45.114426,-0.009336867,-0.012622754,2014.496,3.333394,0
713067.7,9558727,40.328938,0.092742659,0.013728748,2182.229,2.729789,0
713067.7,9558477,21.3678,0.064214781,0.009837621,2306.14,2.227139,0
713067.7,9559887,43.185333,0.039267395,-0.008615239,2014.998,2.784585,0
713067.7,9558247,47.172989,0.006763896,0.013489606,2298.793,3.089892,0
713067.7,9559057,31.09045,0.066244893,0.00721516,2193.505,2.378783,0
713067.7,9558227,46.103989,0.03518486,-0.009786441,2291.791,2.610714,0
713057.7,9558607,37.530754,-0.113417275,-0.018626342,2241.502,3.06328,0
713047.7,9558187,41.570381,0.028376976,-0.00934187,2253.561,2.561061,0
713047.7,9558667,29.182816,0.053273492,0.012605316,2214.744,2.614769,0
713047.7,9559767,41.547302,0.054210156,0.009799738,2128.501,2.813108,0
713037.7,9558297,39.032997,0.018548235,0.016391564,2320.634,2.849694,0
713037.7,9559577,18.351252,0.018021125,-0.008432673,2178.629,2.567724,0
713037.7,9558477,41.391167,-0.014426675,-0.013476239,2285.082,2.777317,0
713037.7,9559797,54.786079,-0.032198217,-0.009177418,2088.071,3.189061,0
713037.7,9558907,35.42104,-0.005925287,0.001649047,2109.363,3.225292,0
713027.7,9558267,45.951176,0.012545052,0.008724073,2293.267,2.873989,0
713027.7,9559237,26.786459,0.043470733,-0.027724229,2149.299,2.517879,0
713007.7,9558917,54.499699,-0.000137537,0.011720901,2083.924,3.723311,0
713007.7,9559097,47.643486,0.002400741,0.006904667,2155.396,2.698094,0
712997.7,9559487,30.328709,-0.03741134,-0.012404636,2120.641,3.310094,0
712997.7,9559807,51.394478,0.040675629,0.003975636,2070.865,3.021174,0
712997.7,9559177,30.686941,0.053570535,0.002273566,2153.546,2.50521,0
712997.7,9560187,28.425682,0.091886759,0.001854074,1851.676,2.738661,0
712997.7,9558657,42.854782,-0.006933384,0.012598729,2216.461,2.493069,0
712997.7,9558367,25.229607,0.048571937,0.031964101,2334.847,2.133778,0
712996.3,9558351,38.511086,-0.000288749,0.006573821,2328.447,2.416487,1
712987.7,9559367,28.953945,-0.109038994,-0.032044977,2029.395,4.854928,0
712987.7,9558447,21.541348,0.081537359,0.025915673,2307.815,2.409629,0
712987.7,9559657,26.298805,0.021718325,0.002280888,2164.273,2.610095,0
712987.7,9559127,35.971977,-0.029999908,-0.008356741,2144.699,2.890705,0
712987.7,9560037,24.199045,-0.093325876,-0.00312402,1914.54,4.473895,0
712987.7,9559577,26.890564,-0.008524379,0.006632967,2162.294,2.811436,0
712987.7,9559507,50.144417,0.002810015,0.011382616,2126.6,2.802235,0
712981.6,9558751,54.368706,-0.007492309,0.002893587,2173.394,2.540581,1
712975.7,9558292,51.447586,0.027872749,0.007934846,2284.946,2.681656,1
712967.7,9559717,30.636066,-0.027863152,0.004163431,2128.85,3.094685,0
712967.7,9558607,13.744729,-0.035406992,-0.073936775,2227.337,2.669465,0
712967.7,9559967,42.367336,-0.005159562,0.009331766,1954.43,2.850267,0
712967.7,9559607,19.650682,0.096348174,0.029162854,2163.344,2.533466,0
712957.7,9559397,42.764313,0.032037303,0.017023854,2031.66,3.21911,0
712957.7,9559807,41.377266,0.013409791,-0.006350528,2069.705,2.610259,0
712947.7,9560097,39.031723,0.053100113,-0.000569998,1894.826,2.423372,0
712947.7,9559477,42.605358,-0.118781366,-0.019058103,2076.523,3.737626,0
712947.7,9559987,39.990433,-0.001455688,0.014759964,1953.147,2.639784,0
712947.7,9559207,26.722309,0.070357256,0.003541781,2129.915,2.375159,0
712947.7,9559277,42.634548,0.056488041,0.017549995,2101.822,2.421892,0
712937.7,9558487,33.609653,-0.00832169,0.000563369,2296.653,2.581616,0
712927.7,9558957,53.484257,0.00637381,0.001214896,2051.538,2.872539,0
712927.7,9559377,28.270529,-0.003882861,-0.037493456,2015.308,3.935482,0
712917.7,9558817,40.186401,0.004725369,-0.001842685,2125.051,3.363215,0
712917.7,9559737,41.893742,0.048763353,0.009098062,2088.142,2.809131,0
712917.7,9559017,48.453033,-0.003013,0.003698509,2077.264,2.756225,0
712917.7,9558837,24.470428,-0.149426982,0.015904298,2113.647,4.125388,0
712917.7,9559447,35.881199,0.109785691,0.021799298,2065.792,2.530721,0
712917.7,9558637,26.675398,-0.062236231,-0.00685009,2239.363,3.078714,0
712903.4,9559135,53.637333,-0.074965529,-0.009681841,2092.234,3.089378,1
712897.7,9558267,59.603374,-0.01325976,-0.007591091,2218.713,2.765953,0
712897.7,9558277,59.762306,0.035051804,0.008618636,2231.012,2.700665,0
712893.9,9558358,31.43108,-0.018782824,0.002214106,2275.236,3.084319,1
712887.7,9560037,44.953438,0.009299772,-0.004846825,1929.667,2.484868,0
712887.7,9559927,38.682144,0.023621203,-0.01851953,1971.235,2.775508,0
712887.7,9559617,27.301773,0.005635553,0.004458137,2131.144,2.595876,0
712877.7,9559287,34.693447,0.044758167,-0.008358214,2061.814,2.806453,0
712877.7,9559737,38.063816,0.020120638,0.01025578,2071.688,3.247123,0
712877.7,9558977,12.671755,-0.401632249,-0.067938171,2022.567,4.84542,0
712877.7,9559737,38.063816,0.020120638,0.01025578,2071.688,3.247123,0
712877.7,9559127,43.365162,-0.042711273,-0.022224812,2066.66,3.252682,0
712877.7,9558907,35.609375,-0.014361851,-0.009578625,2077.739,2.743372,0
712869.7,9558683,30.8983,-0.132551611,-0.014719122,2214.314,3.500879,1
712867.7,9559277,40.700649,0.031759858,0.007570505,2065.498,2.732695,0
712867.7,9559777,41.057343,-0.022316758,0.003902488,2054.258,2.880566,0
712837.7,9559877,33.381348,-0.014387558,-0.004815187,2006.449,3.080552,0
712827.7,9560077,18.164808,0.060635652,0.003957399,1900.975,2.642213,0
712827.7,9560127,30.583927,-0.015056183,-0.002579771,1878.392,2.910634,0
712827.7,9558667,16.67024,0.053600241,0.011516635,2233.156,3.016988,0
712817.7,9559207,33.447777,0.004502997,0.003389013,2082.014,2.438436,0
712807.7,9558437,46.439938,-0.008295034,-0.001326351,2238.56,2.921296,0
712797.7,9559217,31.023151,-0.003440817,0.014148622,2069.156,2.601182,0
712797.7,9559047,31.244595,0.060660623,0.017572522,1992.76,2.33702,0
712787.7,9558967,39.151012,-0.12363416,-0.015391321,2026.371,4.098986,0
712787.7,9558917,39.408215,-0.038638908,-0.017187813,2051.771,4.146013,0
712787.7,9559007,42.721428,0.07154537,0.034688227,2016.144,2.327537,0
712777.7,9558297,36.468143,0.028275302,-0.032324761,2167.378,3.276413,0
712777.7,9558287,27.646004,-0.087707855,-0.125839293,2163.541,4.281789,0
712767.7,9559887,42.496365,0.028932972,0.014153592,2013.038,2.639569,0
712747.7,9559337,43.172344,-0.019858552,0.004681577,1997.195,3.319795,0
712737.7,9559787,10.2226,0.19559513,-0.003364174,2059.873,2.172489,0
712737.7,9559637,46.203213,-0.02042271,-0.012144266,2029.813,2.916494,0
712727.7,9559757,36.677284,0.002093898,0.006432362,2050.034,2.597595,0
712727.7,9558767,32.698044,-0.023598624,0.00270474,2154.636,3.318266,0
712727.7,9558787,37.395226,-0.04400216,-0.00387536,2140.891,3.498645,0
712727.7,9560047,48.677567,0.006661031,0.011594255,1856.833,3.091142,0
712727.7,9558477,32.220249,0.017391622,0.002809494,2202.427,2.56013,0
712717.7,9559797,21.007462,0.028323988,0.01668806,2054.646,2.251516,0
712717.7,9559147,36.966995,0.057635527,0.015520323,1993.95,2.784388,0
712717.7,9558957,46.812157,0.101261564,0.027932381,2055.072,2.863389,0
712717.7,9558437,58.626991,-0.029980876,-0.00517367,2161.346,3.373207,0
712707.7,9559387,47.790424,0.043617103,0.000934447,1954.522,2.598975,0
712707.7,9559207,33.002819,0.067975767,0.010806988,2020.442,2.455034,0
712707.7,9559677,36.544289,0.012467442,0.015389576,2017.705,3.043305,0
712707.7,9559487,35.893761,-0.006122781,0.014679388,2018.709,2.726037,0
712707.7,9558567,38.315948,0.004843958,-0.006393482,2210.875,2.828571,0
712697.7,9558447,59.796272,-0.006059852,0.003054675,2151.217,2.854841,0
712697.7,9559967,46.426071,0.027826048,0.006749793,1915.247,3.240675,0
712687.7,9558687,34.45628,0.02207976,0.00156506,2203.668,2.768139,0
712687.7,9559077,51.751343,0.007403275,0.010819214,1994.868,2.498101,0
712687.7,9558737,20.688494,0.075994648,0.023067521,2177.382,2.746764,0
712687.7,9558807,34.626362,-0.081801385,-0.015789397,2137.026,3.291148,0
712677.7,9559607,36.910679,-0.032594211,0.008041224,1985.381,3.490447,0
712677.7,9559937,43.322063,0.005096056,0.001674213,1944.086,3.017958,0
712667.7,9559717,34.288506,-0.020210393,0.010344992,1998.962,3.248179,0
712647.7,9559687,32.516296,-0.121468306,-0.007096924,1974.885,3.778505,0
712647.7,9558497,36.893299,-0.013446006,-0.00577203,2145.57,3.725387,0
712644.2,9558467,53.751781,-0.051477835,-0.007027573,2124.227,3.271997,1
712637.7,9558777,26.576471,-0.04634548,-0.012488051,2159.045,3.198935,0
712627.7,9559367,37.688076,-0.077037133,-0.020103551,1908.356,4.459606,0
712627.7,9559057,42.426552,-0.004395194,0.004374209,2017.887,3.504981,0
712627.7,9558887,27.171249,-0.003964222,0.002318088,2120.856,2.735491,0
712617.7,9558637,40.473259,-0.035064578,-0.012213018,2180.026,2.894735,0
712617.7,9559407,50.157932,0.045923621,-0.000949336,1915.164,2.556466,0
712607.7,9559937,44.400406,0.002995385,0.004638127,1939.51,2.886629,0
712607.7,9558677,25.497974,0.028561283,0.006821106,2192.376,2.343484,0
712607.7,9559907,42.320602,0.009131694,-0.002504581,1965.241,2.706074,0
712597.7,9559937,45.30349,0.011762903,0.0102173,1938.659,2.90465,0
712587.7,9559417,27.043493,0.072053701,-0.042061277,1882.224,3.065446,0
712577.7,9558897,7.239309,0.047951128,0.014794534,2131.351,2.072062,0
712567.7,9559127,35.968075,-0.060905661,0.006083667,1999.315,3.533365,0
712567.7,9559197,45.909885,-0.016005393,0.001341224,1955.438,3.238782,0
712557.7,9558937,17.443874,-0.021430047,-0.006316737,2117.917,2.955213,0
712557.7,9558747,37.401131,-0.00201687,0.015653817,2153.957,2.859336,0
712547.7,9558817,11.701242,0.016685495,0.007366461,2153.176,2.360957,0
712537.7,9559077,44.737823,0.025775502,0.012615097,2048.544,2.776608,0
712537.7,9559117,31.779352,0.052081358,0.007282734,2019.983,2.68798,0
712527.7,9559217,50.536938,0.014229978,0.015077249,1973.308,2.598409,0
712517.7,9559337,39.000015,0.082037844,0.020585051,1922.015,2.17841,0
712517.7,9559247,48.21627,0.059681408,0.019646801,1960.442,2.395712,0
712507.7,9559907,46.489952,-0.012471769,-0.017972272,1930.879,2.68216,0
712507.7,9558887,20.030716,0.039027344,0.014745312,2141.525,2.292788,0
712497.7,9558977,21.895035,0.044600278,0.013131389,2106.412,2.694999,0
712477.7,9559257,44.230324,0.004740446,0.008448109,1947.152,2.668904,0
712447.7,9558637,61.871788,-0.043078691,0.001544925,2043.407,2.741974,0
712447.7,9558907,26.288349,0.00702204,0.021729073,2120.844,2.763731,0
712437.7,9559137,52.940605,-0.003012711,-0.007664843,1982.234,2.924251,0
712417.7,9559087,35.68832,-0.011538853,0.020792836,2009.51,3.797126,0
712397.7,9558727,49.868923,-0.022160156,0.002839521,2010.7,3.529527,0
712387.7,9558777,47.619923,0.019951571,0.008070749,2047.502,3.054154,0
712367.7,9559137,48.134903,0.021295263,0.003670341,1970.989,2.587218,0
712327.7,9558937,29.545416,0.004782007,0.003049011,2074.685,2.827553,0
712287.7,9558777,59.529655,0.056230951,0.010554888,1997.072,2.929029,0
712277.7,9558977,34.842224,-0.042975124,-0.019822586,2013.172,3.35172,0
712277.7,9559057,36.564804,-0.007092292,-0.000143351,1978.482,3.010442,0
712227.7,9559047,39.625343,-0.021232324,0.003651949,1952.344,3.661638,0
712197.7,9558857,40.458248,0.008319712,-0.011112222,1976.475,2.760512,0
712197.7,9558987,36.152718,0.047378168,0.007124655,1984.105,2.529553,0
712187.7,9558787,41.423241,-0.063649662,-0.000766955,1952.168,3.089597,0
712157.7,9558777,42.369221,0.027459458,0.000626482,1963.807,2.568228,0
712157.7,9558997,50.511665,0.022715207,0.011702007,1951.035,2.536549,0
